system:index,date,era5_et,era5_precip,era5_temp,latitude,longitude,.geo
20250212,2025-02-12,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250213,2025-02-13,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250214,2025-02-14,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250215,2025-02-15,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250216,2025-02-16,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250217,2025-02-17,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250218,2025-02-18,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250219,2025-02-19,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250220,2025-02-20,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250221,2025-02-21,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250222,2025-02-22,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250223,2025-02-23,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250224,2025-02-24,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250225,2025-02-25,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250226,2025-02-26,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250227,2025-02-27,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250228,2025-02-28,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250301,2025-03-01,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250302,2025-03-02,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250303,2025-03-03,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250304,2025-03-04,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250305,2025-03-05,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250306,2025-03-06,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250307,2025-03-07,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250308,2025-03-08,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250309,2025-03-09,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250310,2025-03-10,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250311,2025-03-11,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250312,2025-03-12,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250313,2025-03-13,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250314,2025-03-14,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250315,2025-03-15,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250316,2025-03-16,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250317,2025-03-17,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250318,2025-03-18,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250319,2025-03-19,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250320,2025-03-20,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250321,2025-03-21,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250322,2025-03-22,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250323,2025-03-23,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250324,2025-03-24,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250325,2025-03-25,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250326,2025-03-26,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250327,2025-03-27,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250328,2025-03-28,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250329,2025-03-29,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250330,2025-03-30,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250331,2025-03-31,,,,22.31262551972147,77.96066166724788,"{""type"":""MultiPoint"",""coordinates"":[]}"
